# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_FIRST_OCCURRENCE 1174 1 4660 66306 45771536 3 ./cirrus/cs35l41-dsp1-spk-prot-10431b93-spkid1-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1174 1 4660 66306 45771289 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c9f-spkid0-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1193 1 4660 66306 45770882 3 ./cirrus/cs35l41-dsp1-spk-prot-10431caf-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1193 1 4660 66306 45771167 3 ./cirrus/cs35l41-dsp1-spk-prot-10433a60-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1195 1 4660 66306 45770608 3 ./cirrus/cs35l41-dsp1-spk-prot-10431caf-spkid1-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1195 1 4660 66306 45770989 3 ./cirrus/cs35l41-dsp1-spk-prot-10433a60-spkid0-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1173 1 4660 66306 45771528 3 ./cirrus/cs35l41-dsp1-spk-prot-10431b93-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1173 1 4660 66306 45771444 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c9f-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1200 1 4660 66306 45771380 3 ./cirrus/cs35l41-dsp1-spk-prot-10431cef-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1200 1 4660 66306 45771273 3 ./cirrus/cs35l41-dsp1-spk-prot-10433a50-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1192 1 4660 66306 45770671 3 ./cirrus/cs35l41-dsp1-spk-prot-10431caf-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1192 1 4660 66306 45770565 3 ./cirrus/cs35l41-dsp1-spk-prot-10433a60-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1201 1 4660 66306 45770906 3 ./cirrus/cs35l41-dsp1-spk-prot-10431cef-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1201 1 4660 66306 45771403 3 ./cirrus/cs35l41-dsp1-spk-prot-10433a50-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1011 1 4684 66306 45771212 3 ./cirrus/cs35l41-dsp1-spk-prot-10280c4d-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1011 1 4684 66306 45771246 3 ./cirrus/cs35l41-dsp1-spk-prot-10280c4d-spkid0-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1016 1 4684 66306 45771362 3 ./cirrus/cs35l41-dsp1-spk-prot-10280c4d-spkid1-l1.bin
DUPTYPE_WITHIN_SAME_TREE -1016 1 4684 66306 45771517 3 ./cirrus/cs35l41-dsp1-spk-prot-10280c4d-spkid1-r1.bin
DUPTYPE_FIRST_OCCURRENCE 1012 1 4684 66306 45771487 3 ./cirrus/cs35l41-dsp1-spk-prot-10280c4d-spkid0-l1.bin
DUPTYPE_WITHIN_SAME_TREE -1012 1 4684 66306 45770634 3 ./cirrus/cs35l41-dsp1-spk-prot-10280c4d-spkid0-r1.bin
DUPTYPE_FIRST_OCCURRENCE 1015 1 4688 66306 45771250 3 ./cirrus/cs35l41-dsp1-spk-prot-10280c4d-spkid1-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1015 1 4688 66306 45771172 3 ./cirrus/cs35l41-dsp1-spk-prot-10280c4d-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1161 1 4720 66306 45771178 3 ./cirrus/cs35l41-dsp1-spk-prot-104318d3-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1161 1 4720 66306 45770790 3 ./cirrus/cs35l41-dsp1-spk-prot-104318d3-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1160 1 4720 66306 45771476 3 ./cirrus/cs35l41-dsp1-spk-prot-104318d3-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1160 1 4720 66306 45771334 3 ./cirrus/cs35l41-dsp1-spk-prot-104318d3-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1145 1 4728 66306 45771269 3 ./cirrus/cs35l41-dsp1-spk-prot-104316d3-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1145 1 4728 66306 45771397 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c33-spkid0-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1144 1 4728 66306 45771181 3 ./cirrus/cs35l41-dsp1-spk-prot-104316d3-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1144 1 4728 66306 45771409 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c33-spkid0-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1146 1 4736 66306 45771208 3 ./cirrus/cs35l41-dsp1-spk-prot-104316d3-spkid1-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1146 1 4736 66306 45770878 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c33-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1147 1 4736 66306 45770718 3 ./cirrus/cs35l41-dsp1-spk-prot-104316d3-spkid1-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1147 1 4736 66306 45770618 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c33-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1156 1 4756 66306 45770899 3 ./cirrus/cs35l41-dsp1-spk-prot-10431863-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1156 1 4756 66306 45771029 3 ./cirrus/cs35l41-dsp1-spk-prot-10431863-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1157 1 4760 66306 45770815 3 ./cirrus/cs35l41-dsp1-spk-prot-10431863-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1157 1 4760 66306 45771284 3 ./cirrus/cs35l41-dsp1-spk-prot-10431863-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1113 1 4920 66306 45770814 3 ./cirrus/cs35l41-dsp1-spk-prot-104312af-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1113 1 4920 66306 45771177 3 ./cirrus/cs35l41-dsp1-spk-prot-104312af-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1112 1 4920 66306 45770833 3 ./cirrus/cs35l41-dsp1-spk-prot-104312af-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1112 1 4920 66306 45771520 3 ./cirrus/cs35l41-dsp1-spk-prot-104312af-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1168 1 4944 66306 45771161 3 ./cirrus/cs35l41-dsp1-spk-prot-10431a8f-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1168 1 4944 66306 45770703 3 ./cirrus/cs35l41-dsp1-spk-prot-10431a8f-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1169 1 4948 66306 45770564 3 ./cirrus/cs35l41-dsp1-spk-prot-10431a8f-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1169 1 4948 66306 45771214 3 ./cirrus/cs35l41-dsp1-spk-prot-10431a8f-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1092 1 4988 66306 45771312 3 ./cirrus/cs35l41-dsp1-spk-prot-103c8c48.bin
DUPTYPE_WITHIN_SAME_TREE -1092 1 4988 66306 45771278 3 ./cirrus/cs35l41-dsp1-spk-prot-103c8c49.bin
DUPTYPE_FIRST_OCCURRENCE 1229 1 4996 66306 45771222 3 ./cirrus/cs35l41-dsp1-spk-prot-10431f62-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1229 1 4996 66306 45770658 3 ./cirrus/cs35l41-dsp1-spk-prot-10431f62-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1256 1 5008 66306 45771105 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa3855-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1256 1 5008 66306 45771530 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa3855-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1257 1 5012 66306 45771599 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa3855-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1257 1 5012 66306 45771182 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa3855-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1205 1 5020 66306 45770783 3 ./cirrus/cs35l41-dsp1-spk-prot-10431da2-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1205 1 5020 66306 45770823 3 ./cirrus/cs35l41-dsp1-spk-prot-10431da2-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1204 1 5024 66306 45770690 3 ./cirrus/cs35l41-dsp1-spk-prot-10431da2-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1204 1 5024 66306 45771231 3 ./cirrus/cs35l41-dsp1-spk-prot-10431da2-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1140 1 5072 66306 45770803 3 ./cirrus/cs35l41-dsp1-spk-prot-10431573-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1140 1 5072 66306 45771192 3 ./cirrus/cs35l41-dsp1-spk-prot-10431573-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1141 1 5072 66306 45771417 3 ./cirrus/cs35l41-dsp1-spk-prot-10431573-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1141 1 5072 66306 45771561 3 ./cirrus/cs35l41-dsp1-spk-prot-10431573-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1149 1 5204 66306 45771391 3 ./cirrus/cs35l41-dsp1-spk-prot-104316f3-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1149 1 5204 66306 45770846 3 ./cirrus/cs35l41-dsp1-spk-prot-104316f3-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1228 1 5284 66306 45771608 3 ./cirrus/cs35l41-dsp1-spk-prot-10431f62-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1228 1 5284 66306 45770805 3 ./cirrus/cs35l41-dsp1-spk-prot-10431f62-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1185 1 5364 66306 45770794 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c43-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1185 1 5364 66306 45770850 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c43-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1184 1 5364 66306 45771324 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c43-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1184 1 5364 66306 45770951 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c43-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1177 1 5388 66306 45770767 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c03-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1177 1 5388 66306 45771127 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c03-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1176 1 5388 66306 45771176 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c03-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1176 1 5388 66306 45771245 3 ./cirrus/cs35l41-dsp1-spk-prot-10431c03-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1286 1 5396 66306 45770931 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38c8-spkid1-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1286 1 5396 66306 45770773 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38c8-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1282 1 5396 66306 45770911 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38c7-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1282 1 5396 66306 45771372 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38c7-spkid0-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1109 1 5412 66306 45770941 3 ./cirrus/cs35l41-dsp1-spk-prot-103c8cf5-l1.bin
DUPTYPE_WITHIN_SAME_TREE -1109 1 5412 66306 45771243 3 ./cirrus/cs35l41-dsp1-spk-prot-103c8cf5-r1.bin
DUPTYPE_FIRST_OCCURRENCE 1108 1 5460 66306 45771463 3 ./cirrus/cs35l41-dsp1-spk-prot-103c8cf5-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1108 1 5460 66306 45771384 3 ./cirrus/cs35l41-dsp1-spk-prot-103c8cf5-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1148 1 5492 66306 45771560 3 ./cirrus/cs35l41-dsp1-spk-prot-104316f3-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1148 1 5492 66306 45771445 3 ./cirrus/cs35l41-dsp1-spk-prot-104316f3-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1276 1 5496 66306 45770561 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38ab-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1276 1 5496 66306 45771333 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38f9-spkid1-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1277 1 5496 66306 45770811 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38ab-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1277 1 5496 66306 45771406 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38f9-spkid1-r0.bin
DUPTYPE_FIRST_OCCURRENCE 2104 1 5504 66306 45776066 3 ./radeon/BARTS_me.bin
DUPTYPE_WITHIN_SAME_TREE -2104 1 5504 66306 45775963 3 ./radeon/CAICOS_me.bin
DUPTYPE_WITHIN_SAME_TREE -2104 1 5504 66306 45775417 3 ./radeon/TURKS_me.bin
DUPTYPE_FIRST_OCCURRENCE 2132 1 5504 66306 45776028 3 ./radeon/CYPRESS_me.bin
DUPTYPE_WITHIN_SAME_TREE -2132 1 5504 66306 45776128 3 ./radeon/JUNIPER_me.bin
DUPTYPE_FIRST_OCCURRENCE 2232 1 5504 66306 45776065 3 ./radeon/SUMO2_me.bin
DUPTYPE_WITHIN_SAME_TREE -2232 1 5504 66306 45776064 3 ./radeon/SUMO_me.bin
DUPTYPE_FIRST_OCCURRENCE 1275 1 5544 66306 45771153 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38a9-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1275 1 5544 66306 45770884 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38fa-spkid0-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1274 1 5544 66306 45770777 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38a9-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1274 1 5544 66306 45770905 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa38fa-spkid0-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1264 1 5680 66306 45771547 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa386e-spkid0-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1264 1 5680 66306 45771314 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa3877-l0.bin
DUPTYPE_FIRST_OCCURRENCE 1265 1 5680 66306 45771211 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa386e-spkid0-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1265 1 5680 66306 45770797 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa3877-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1267 1 5704 66306 45771496 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa386e-spkid1-r0.bin
DUPTYPE_WITHIN_SAME_TREE -1267 1 5704 66306 45771104 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa3878-r0.bin
DUPTYPE_FIRST_OCCURRENCE 1266 1 5704 66306 45770785 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa386e-spkid1-l0.bin
DUPTYPE_WITHIN_SAME_TREE -1266 1 5704 66306 45770588 3 ./cirrus/cs35l41-dsp1-spk-prot-17aa3878-l0.bin
DUPTYPE_FIRST_OCCURRENCE 3243 3 6000 66306 45774236 3 ./nvidia/gp107/gr/sw_ctx.bin
DUPTYPE_WITHIN_SAME_TREE -3243 3 6000 66306 45774990 3 ./nvidia/gp108/gr/sw_ctx.bin
DUPTYPE_FIRST_OCCURRENCE 2025 1 6316 66306 45775073 3 ./qca/nvm_usb_00130200_0104.bin
DUPTYPE_WITHIN_SAME_TREE -2025 1 6316 66306 45775103 3 ./qca/nvm_usb_00130200_0105.bin
DUPTYPE_WITHIN_SAME_TREE -2025 1 6316 66306 45775121 3 ./qca/nvm_usb_00130200_0110.bin
DUPTYPE_FIRST_OCCURRENCE 2024 1 6332 66306 45775105 3 ./qca/nvm_usb_00130200.bin
DUPTYPE_WITHIN_SAME_TREE -2024 1 6332 66306 45775089 3 ./qca/nvm_usb_00130200_0109.bin
DUPTYPE_WITHIN_SAME_TREE -2024 1 6332 66306 45775107 3 ./qca/nvm_usb_00130200_0106.bin
DUPTYPE_FIRST_OCCURRENCE 1999 1 6450 66306 45775159 3 ./qca/hpnv21g.ba1
DUPTYPE_WITHIN_SAME_TREE -1999 1 6450 66306 45775158 3 ./qca/hpnv21g.ba2
DUPTYPE_FIRST_OCCURRENCE 1997 1 6450 66306 45775082 3 ./qca/hpnv21g.b9f
DUPTYPE_WITHIN_SAME_TREE -1997 1 6450 66306 45775080 3 ./qca/hpnv21g.bin
DUPTYPE_WITHIN_SAME_TREE -1997 1 6450 66306 45775085 3 ./qca/hpnv21g.ba0
DUPTYPE_FIRST_OCCURRENCE 1994 1 6458 66306 45775144 3 ./qca/hpnv21g.b10c
DUPTYPE_WITHIN_SAME_TREE -1994 1 6458 66306 45775083 3 ./qca/hpnv21g.b111
DUPTYPE_FIRST_OCCURRENCE 2001 1 6458 66306 45775135 3 ./qca/hpnv21g.ba3
DUPTYPE_WITHIN_SAME_TREE -2001 1 6458 66306 45775138 3 ./qca/hpnv21g.ba4
DUPTYPE_FIRST_OCCURRENCE 2035 1 6523 66306 45775154 3 ./qca/nvm_usb_00130201_gf.bin
DUPTYPE_WITHIN_SAME_TREE -2035 1 6523 66306 45775078 3 ./qca/nvm_usb_00130201_gf_010a.bin
DUPTYPE_WITHIN_SAME_TREE -2035 1 6523 66306 45775156 3 ./qca/nvm_usb_00130201_gf_010b.bin
DUPTYPE_FIRST_OCCURRENCE 1984 1 6610 66306 45775133 3 ./qca/hpnv21.ba1
DUPTYPE_WITHIN_SAME_TREE -1984 1 6610 66306 45775084 3 ./qca/hpnv21.ba2
DUPTYPE_FIRST_OCCURRENCE 1982 1 6610 66306 45775113 3 ./qca/hpnv21.b9f
DUPTYPE_WITHIN_SAME_TREE -1982 1 6610 66306 45775119 3 ./qca/hpnv21.bin
DUPTYPE_WITHIN_SAME_TREE -1982 1 6610 66306 45775097 3 ./qca/hpnv21.ba0
DUPTYPE_FIRST_OCCURRENCE 1979 1 6618 66306 45775077 3 ./qca/hpnv21.b10c
DUPTYPE_WITHIN_SAME_TREE -1979 1 6618 66306 45775147 3 ./qca/hpnv21.b111
DUPTYPE_FIRST_OCCURRENCE 1986 1 6618 66306 45775141 3 ./qca/hpnv21.ba3
DUPTYPE_WITHIN_SAME_TREE -1986 1 6618 66306 45775127 3 ./qca/hpnv21.ba4
DUPTYPE_FIRST_OCCURRENCE 2031 1 6683 66306 45775130 3 ./qca/nvm_usb_00130201.bin
DUPTYPE_WITHIN_SAME_TREE -2031 1 6683 66306 45775092 3 ./qca/nvm_usb_00130201_010b.bin
DUPTYPE_WITHIN_SAME_TREE -2031 1 6683 66306 45775157 3 ./qca/nvm_usb_00130201_010a.bin
DUPTYPE_FIRST_OCCURRENCE 1991 1 6716 66306 45775109 3 ./qca/hpnv21g.301
DUPTYPE_WITHIN_SAME_TREE -1991 1 6716 66306 45775111 3 ./qca/hpnv21g.302
DUPTYPE_FIRST_OCCURRENCE 1976 1 6876 66306 45775102 3 ./qca/hpnv21.301
DUPTYPE_WITHIN_SAME_TREE -1976 1 6876 66306 45775110 3 ./qca/hpnv21.302
DUPTYPE_FIRST_OCCURRENCE 3359 3 6936 66306 45773837 3 ./nvidia/tu116/gr/sw_ctx.bin
DUPTYPE_WITHIN_SAME_TREE -3359 3 6936 66306 45774083 3 ./nvidia/tu117/gr/sw_ctx.bin
DUPTYPE_FIRST_OCCURRENCE 3308 3 6936 66306 45775025 3 ./nvidia/tu102/gr/sw_ctx.bin
DUPTYPE_WITHIN_SAME_TREE -3308 3 6936 66306 45774048 3 ./nvidia/tu104/gr/sw_ctx.bin
DUPTYPE_WITHIN_SAME_TREE -3308 3 6936 66306 45774163 3 ./nvidia/tu106/gr/sw_ctx.bin
DUPTYPE_FIRST_OCCURRENCE 3307 3 7456 66306 45775018 3 ./nvidia/tu102/gr/sw_bundle_init.bin
DUPTYPE_WITHIN_SAME_TREE -3307 3 7456 66306 45773830 3 ./nvidia/tu116/gr/sw_bundle_init.bin
DUPTYPE_WITHIN_SAME_TREE -3307 3 7456 66306 45774075 3 ./nvidia/tu117/gr/sw_bundle_init.bin
DUPTYPE_WITHIN_SAME_TREE -3307 3 7456 66306 45774156 3 ./nvidia/tu106/gr/sw_bundle_init.bin
DUPTYPE_WITHIN_SAME_TREE -3307 3 7456 66306 45774041 3 ./nvidia/tu104/gr/sw_bundle_init.bin
DUPTYPE_FIRST_OCCURRENCE 3200 3 7664 66306 45773994 3 ./nvidia/gp100/gr/sw_bundle_init.bin
DUPTYPE_WITHIN_SAME_TREE -3200 3 7664 66306 45773925 3 ./nvidia/gp10b/gr/sw_bundle_init.bin
DUPTYPE_FIRST_OCCURRENCE 3214 3 7680 66306 45773968 3 ./nvidia/gp102/gr/sw_bundle_init.bin
DUPTYPE_WITHIN_SAME_TREE -3214 3 7680 66306 45774982 3 ./nvidia/gp108/gr/sw_bundle_init.bin
DUPTYPE_FIRST_OCCURRENCE 2701 2 7680 66306 45773449 3 ./mediatek/mt7996/mt7996_eeprom_233.bin
DUPTYPE_WITHIN_SAME_TREE -2701 2 7680 66306 45773429 3 ./mediatek/mt7996/mt7996_eeprom_233_2i5i6i.bin
DUPTYPE_FIRST_OCCURRENCE 332 1 8448 66306 45767024 3 ./amdgpu/bonaire_rlc.bin
DUPTYPE_WITHIN_SAME_TREE -332 1 8448 66306 45775436 3 ./radeon/bonaire_rlc.bin
DUPTYPE_FIRST_OCCURRENCE 486 1 8448 66306 45769778 3 ./amdgpu/hawaii_rlc.bin
DUPTYPE_WITHIN_SAME_TREE -486 1 8448 66306 45776092 3 ./radeon/hawaii_rlc.bin
DUPTYPE_FIRST_OCCURRENCE 2107 1 8576 66306 45776143 3 ./radeon/BONAIRE_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2107 1 8576 66306 45775439 3 ./radeon/KABINI_ce.bin
DUPTYPE_FIRST_OCCURRENCE 2187 1 8576 66306 45775970 3 ./radeon/PITCAIRN_me.bin
DUPTYPE_WITHIN_SAME_TREE -2187 1 8576 66306 45776063 3 ./radeon/TAHITI_me.bin
DUPTYPE_FIRST_OCCURRENCE 2188 1 8576 66306 45776013 3 ./radeon/PITCAIRN_pfp.bin
DUPTYPE_WITHIN_SAME_TREE -2188 1 8576 66306 45776000 3 ./radeon/TAHITI_pfp.bin
DUPTYPE_FIRST_OCCURRENCE 2137 1 8576 66306 45776094 3 ./radeon/HAINAN_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2137 1 8576 66306 45776131 3 ./radeon/VERDE_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2137 1 8576 66306 45776132 3 ./radeon/TAHITI_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2137 1 8576 66306 45776043 3 ./radeon/PITCAIRN_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2137 1 8576 66306 45775693 3 ./radeon/OLAND_ce.bin
DUPTYPE_FIRST_OCCURRENCE 2163 1 8576 66306 45776040 3 ./radeon/KAVERI_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2163 1 8576 66306 45776126 3 ./radeon/MULLINS_ce.bin
DUPTYPE_FIRST_OCCURRENCE 2140 1 8576 66306 45775451 3 ./radeon/HAINAN_me.bin
DUPTYPE_WITHIN_SAME_TREE -2140 1 8576 66306 45775948 3 ./radeon/OLAND_me.bin
DUPTYPE_FIRST_OCCURRENCE 2164 1 8576 66306 45776120 3 ./radeon/KAVERI_me.bin
DUPTYPE_WITHIN_SAME_TREE -2164 1 8576 66306 45775977 3 ./radeon/MULLINS_me.bin
DUPTYPE_FIRST_OCCURRENCE 2293 1 8832 66306 45776005 3 ./radeon/kabini_pfp.bin
DUPTYPE_WITHIN_SAME_TREE -2293 1 8832 66306 45775438 3 ./radeon/mullins_pfp.bin
DUPTYPE_FIRST_OCCURRENCE 605 1 8832 66306 45767240 3 ./amdgpu/pitcairn_pfp.bin
DUPTYPE_WITHIN_SAME_TREE -605 1 8832 66306 45767168 3 ./amdgpu/tahiti_pfp.bin
DUPTYPE_FIRST_OCCURRENCE 2291 1 8832 66306 45776044 3 ./radeon/kabini_me.bin
DUPTYPE_WITHIN_SAME_TREE -2291 1 8832 66306 45776002 3 ./radeon/mullins_me.bin
DUPTYPE_WITHIN_SAME_TREE -2291 1 8832 66306 45775423 3 ./radeon/kaveri_me.bin
DUPTYPE_FIRST_OCCURRENCE 2271 1 8832 66306 45776147 3 ./radeon/hainan_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2271 1 8832 66306 45776058 3 ./radeon/verde_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2271 1 8832 66306 45775445 3 ./radeon/pitcairn_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2271 1 8832 66306 45776072 3 ./radeon/tahiti_ce.bin
DUPTYPE_WITHIN_SAME_TREE -2271 1 8832 66306 45776039 3 ./radeon/oland_ce.bin
DUPTYPE_FIRST_OCCURRENCE 473 1 8832 66306 45769994 3 ./amdgpu/hainan_ce.bin
DUPTYPE_WITHIN_SAME_TREE -473 1 8832 66306 45767524 3 ./amdgpu/verde_ce.bin
DUPTYPE_WITHIN_SAME_TREE -473 1 8832 66306 45767051 3 ./amdgpu/pitcairn_ce.bin
DUPTYPE_WITHIN_SAME_TREE -473 1 8832 66306 45767549 3 ./amdgpu/tahiti_ce.bin
DUPTYPE_WITHIN_SAME_TREE -473 1 8832 66306 45767410 3 ./amdgpu/oland_ce.bin
DUPTYPE_FIRST_OCCURRENCE 476 1 8832 66306 45767073 3 ./amdgpu/hainan_me.bin
DUPTYPE_WITHIN_SAME_TREE -476 1 8832 66306 45769828 3 ./amdgpu/pitcairn_me.bin
DUPTYPE_WITHIN_SAME_TREE -476 1 8832 66306 45767190 3 ./amdgpu/tahiti_me.bin
DUPTYPE_WITHIN_SAME_TREE -476 1 8832 66306 45769822 3 ./amdgpu/oland_me.bin
DUPTYPE_FIRST_OCCURRENCE 493 1 8832 66306 45767312 3 ./amdgpu/kabini_ce.bin
DUPTYPE_WITHIN_SAME_TREE -493 1 8832 66306 45769873 3 ./amdgpu/mullins_ce.bin
DUPTYPE_WITHIN_SAME_TREE -493 1 8832 66306 45767003 3 ./amdgpu/kaveri_ce.bin
DUPTYPE_FIRST_OCCURRENCE 2290 1 8832 66306 45776012 3 ./radeon/kabini_ce.bin
